test_id,campaign,temperature_C,fuel_vol_pct,n2_added_vol_pct,o2_vol_pct,ignited,regime
B256,B,76.9,1.663,20.351,16.338,0,lean
B257,B,38.8,15.384,10.749,15.475,0,rich
B258,B,75.3,14.741,42.279,9.004,0,rich
B259,B,34.5,19.034,40.319,8.515,0,rich
B260,B,132.3,0.539,48.341,10.710,0,lean
B261,B,33.2,15.119,47.889,7.750,0,inerted
B262,B,132.7,8.637,5.942,17.896,1,flammable
B263,B,135.6,18.872,30.711,10.562,0,rich
B264,B,111.3,12.315,33.066,11.443,0,rich
B265,B,54.5,16.071,48.490,7.424,0,inerted
B266,B,68.8,5.551,20.009,15.595,1,flammable
B267,B,117.3,7.829,16.281,15.899,1,flammable
B268,B,101.2,9.923,22.235,14.213,1,flammable
B269,B,79.6,1.660,13.870,17.696,0,lean
B270,B,36.6,8.885,39.301,10.855,0,rich
B271,B,144.9,2.964,30.581,13.922,0,lean
B272,B,77.2,16.875,14.291,14.421,0,rich
B273,B,76.2,16.337,43.493,8.415,0,rich
B274,B,27.3,11.630,9.314,16.562,1,flammable
B275,B,130.5,17.412,13.913,14.388,0,rich
B276,B,116.6,9.255,46.410,9.288,0,inerted
B277,B,32.3,14.844,21.534,13.329,0,rich
B278,B,136.5,19.607,26.404,11.311,0,rich
B279,B,71.3,7.023,46.848,9.664,0,inerted
B280,B,144.9,3.959,47.902,10.085,0,lean
B281,B,65.4,0.976,27.104,15.067,0,lean
B282,B,132.5,12.070,9.807,16.367,1,flammable
B283,B,88.7,14.759,49.103,7.571,0,inerted
B284,B,71.5,15.155,39.917,9.413,0,rich
B285,B,103.2,16.779,21.673,12.894,0,rich
B286,B,101.2,6.170,24.645,14.494,1,flammable
B287,B,29.1,16.082,22.968,12.769,0,rich
B288,B,45.6,8.077,15.729,15.963,1,flammable
B289,B,138.6,18.036,6.229,15.866,0,rich
B290,B,131.1,2.991,46.313,10.621,0,lean
B291,B,136.4,5.307,23.838,14.844,1,flammable
B292,B,51.5,19.372,20.045,12.692,0,rich
B293,B,65.8,17.997,21.248,12.728,0,rich
B294,B,112.6,19.476,14.091,13.918,0,rich
B295,B,59.6,10.772,1.851,18.305,1,flammable
B296,B,70.0,17.584,28.537,11.288,0,rich
B297,B,83.4,11.466,1.406,18.253,1,flammable
B298,B,128.1,12.272,32.132,11.647,0,rich
B299,B,114.0,4.804,30.995,13.450,1,flammable
B300,B,90.7,18.601,47.929,7.012,0,inerted
B301,B,49.9,0.004,3.398,20.237,0,lean
B302,B,96.0,11.472,29.563,12.353,0,rich
B303,B,85.6,17.868,38.706,9.098,0,rich
B304,B,35.5,15.377,30.755,11.285,0,rich
B305,B,103.1,0.417,4.186,19.986,0,lean
B306,B,134.8,11.746,1.484,18.178,1,flammable
B307,B,102.3,8.561,28.295,13.229,1,flammable
B308,B,136.9,17.173,2.797,16.766,0,rich
B309,B,67.2,0.499,33.324,13.864,0,lean
B310,B,66.4,1.338,12.378,18.077,0,lean
B311,B,28.3,15.993,30.228,11.267,0,rich
B312,B,64.0,11.593,15.316,15.313,1,flammable
B313,B,57.0,18.730,18.610,13.127,0,rich
B314,B,34.1,17.635,0.547,17.141,0,rich
B315,B,143.9,16.522,4.223,16.604,0,rich
B316,B,54.1,19.781,38.692,8.700,0,rich
B317,B,57.6,1.465,10.455,18.453,0,lean
B318,B,131.3,5.254,5.336,18.731,1,flammable
B319,B,88.3,12.834,44.147,9.012,0,rich
B320,B,117.1,14.719,47.077,8.004,0,inerted
B321,B,29.8,16.939,47.466,7.457,0,inerted
B322,B,86.7,19.288,16.487,13.455,0,rich
B323,B,135.7,12.286,46.928,8.545,0,inerted
B324,B,76.8,18.598,48.883,6.813,0,inerted
B325,B,79.4,9.336,40.100,10.593,0,rich
B326,B,84.2,5.163,29.091,13.774,1,flammable
B327,B,132.9,3.984,15.664,16.834,0,lean
B328,B,45.2,4.836,11.117,17.608,0,lean
B329,B,29.7,9.310,38.163,11.004,0,rich
B330,B,82.6,0.688,5.307,19.694,0,lean
B331,B,127.0,16.785,18.716,13.513,0,rich
B332,B,119.2,9.833,38.425,10.840,0,rich
B333,B,134.5,3.839,19.830,15.991,0,lean
B334,B,104.7,16.815,36.159,9.852,0,rich
B335,B,91.1,0.697,15.471,17.563,0,lean
B336,B,113.4,6.268,23.643,14.684,1,flammable
B337,B,94.8,0.732,21.390,16.315,0,lean
B338,B,123.6,6.520,29.297,13.446,1,flammable
B339,B,103.6,11.657,5.147,17.430,1,flammable
B340,B,125.0,9.784,0.522,18.791,1,flammable
B341,B,53.2,11.450,48.622,8.365,0,inerted
B342,B,29.3,11.395,17.675,14.860,1,flammable
B343,B,90.5,18.192,49.242,6.822,0,inerted
B344,B,51.9,18.445,29.603,10.884,0,rich
B345,B,43.4,10.552,7.692,17.128,1,flammable
B346,B,115.8,15.542,13.719,14.820,0,rich
B347,B,114.5,17.686,29.507,11.063,0,rich
B348,B,65.7,15.366,29.257,11.602,0,rich
B349,B,143.6,4.160,48.900,9.834,0,inerted
B350,B,88.8,2.491,41.717,11.689,0,lean
B351,B,92.6,17.547,32.208,10.526,0,rich
B352,B,86.7,17.625,36.534,9.604,0,rich
B353,B,52.8,4.750,21.205,15.512,0,lean
B354,B,110.1,5.952,30.830,13.244,1,flammable
B355,B,71.7,8.012,34.920,11.956,0,rich
B356,B,130.2,18.636,20.499,12.751,0,rich
B357,B,107.9,10.691,41.471,10.022,0,rich
B358,B,133.6,17.589,29.030,11.183,0,rich
B359,B,91.6,19.712,38.149,8.828,0,rich
B360,B,93.0,6.911,25.636,14.131,1,flammable
B361,B,56.6,15.391,37.105,9.952,0,rich
B362,B,78.4,11.366,49.692,8.158,0,inerted
B363,B,129.2,4.653,48.304,9.855,0,inerted
B364,B,128.8,14.256,10.373,15.790,0,rich
B365,B,63.2,19.582,6.450,15.496,0,rich
B366,B,31.8,15.925,44.703,8.248,0,inerted
B367,B,64.0,6.060,45.328,10.184,0,inerted
B368,B,58.5,6.705,41.479,10.856,0,rich
B369,B,42.8,18.920,2.255,16.514,0,rich
B370,B,42.2,8.763,28.695,13.102,0,rich
B371,B,65.1,1.760,11.564,18.159,0,lean
B372,B,66.3,8.310,5.487,18.059,1,flammable
B373,B,93.8,18.379,39.799,8.762,0,rich
B374,B,124.2,1.436,39.180,12.441,0,lean
B375,B,68.6,12.389,32.351,11.577,0,rich
B376,B,146.2,18.496,28.308,11.145,0,rich
B377,B,58.9,10.923,43.964,9.451,0,inerted
B378,B,126.4,19.937,17.150,13.180,0,rich
B379,B,142.5,1.376,30.985,14.170,0,lean
B380,B,47.8,18.632,9.162,15.127,0,rich
B381,B,98.1,2.194,36.673,12.808,0,lean
B382,B,148.3,0.374,33.436,13.867,0,lean
B383,B,60.3,2.567,0.572,20.292,0,lean
B384,B,99.8,11.157,45.813,9.015,0,inerted
B385,B,63.5,15.471,1.203,17.457,1,flammable
B386,B,89.7,4.149,46.457,10.348,0,inerted
B387,B,74.3,7.031,23.607,14.531,1,flammable
B388,B,131.1,1.285,3.356,19.978,0,lean
B389,B,29.8,13.788,11.969,15.554,0,rich
B390,B,106.1,9.018,29.487,12.883,0,rich
B391,B,73.6,9.818,32.256,12.136,0,rich
B392,B,48.4,4.707,35.164,12.597,0,lean
B393,B,144.8,2.142,32.925,13.603,0,lean
B394,B,91.3,4.198,19.899,15.902,0,lean
B395,B,67.8,15.929,16.565,14.143,0,rich
B396,B,67.7,3.086,27.458,14.551,0,lean
B397,B,49.3,19.065,37.018,9.201,0,rich
B398,B,109.9,13.883,32.694,11.192,0,rich
B399,B,35.1,8.060,20.629,14.940,1,flammable
B400,B,47.6,2.993,8.590,18.523,0,lean
B401,B,85.9,7.015,40.042,11.092,0,rich
B402,B,43.9,14.395,39.739,9.609,0,rich
B403,B,90.7,8.112,20.877,14.877,1,flammable
B404,B,145.0,14.991,35.578,10.356,0,rich
B405,B,47.3,6.609,4.253,18.674,1,flammable
B406,B,127.1,11.607,40.101,10.117,0,rich
B407,B,44.7,3.285,21.463,15.765,0,lean
B408,B,112.6,19.905,28.395,10.831,0,rich
B409,B,79.6,10.450,8.235,17.035,1,flammable
B410,B,125.3,4.304,32.359,13.269,0,lean
B411,B,36.5,18.476,7.610,15.485,0,rich
B412,B,83.1,6.014,36.781,11.985,1,flammable
B413,B,144.5,1.193,47.673,10.713,0,lean
B414,B,41.9,17.511,5.364,16.158,0,rich
B415,B,92.3,10.451,30.004,12.475,0,rich
B416,B,30.8,3.730,1.047,19.949,0,lean
B417,B,82.7,13.938,11.545,15.611,0,rich
B418,B,62.2,7.730,35.923,11.805,0,rich
B419,B,130.5,18.029,29.253,11.045,0,rich
B420,B,71.9,16.809,26.641,11.847,0,rich
B421,B,83.9,6.381,49.854,9.169,0,inerted
B422,B,61.2,0.988,27.240,15.036,0,lean
B423,B,35.6,19.128,45.522,7.406,0,inerted
B424,B,106.2,6.646,7.482,17.990,1,flammable
B425,B,41.4,17.334,26.389,11.790,0,rich
B426,B,108.8,18.966,45.375,7.470,0,inerted
B427,B,131.3,5.740,49.003,9.481,0,inerted
B428,B,46.2,0.685,25.753,15.411,0,lean
B429,B,63.9,14.289,17.484,14.294,0,rich
B430,B,78.1,19.431,28.445,10.920,0,rich
B431,B,103.2,12.282,20.703,14.040,0,rich
B432,B,47.7,18.054,21.897,12.580,0,rich
B433,B,89.9,4.492,24.543,14.867,0,lean
B434,B,105.3,4.523,15.414,16.773,0,lean
B435,B,72.6,12.384,25.688,12.974,0,rich
B436,B,44.5,3.129,23.225,15.429,0,lean
B437,B,49.5,10.638,37.882,10.785,0,rich
B438,B,41.4,11.350,15.153,15.398,1,flammable
B439,B,112.5,19.714,35.251,9.435,0,rich
B440,B,49.5,3.945,23.705,15.157,0,lean
B441,B,117.8,17.852,7.388,15.662,0,rich
B442,B,147.0,2.355,31.547,13.848,0,lean
B443,B,80.0,11.601,23.418,13.614,0,rich
B444,B,92.6,2.384,17.411,16.803,0,lean
B445,B,43.4,2.053,39.375,12.271,0,lean
B446,B,137.2,2.525,22.995,15.604,0,lean
B447,B,41.2,6.676,36.983,11.803,0,rich
B448,B,38.7,2.024,46.203,10.846,0,lean
B449,B,105.9,6.052,18.940,15.714,1,flammable
B450,B,46.6,11.489,48.679,8.345,0,inerted
B451,B,104.0,6.394,11.987,17.099,1,flammable
B452,B,34.0,18.732,18.015,13.252,0,rich
B453,B,43.0,17.432,31.364,10.727,0,rich
B454,B,54.2,16.233,46.477,7.812,0,inerted
B455,B,50.0,14.878,32.716,10.979,0,rich
B456,B,41.1,0.657,28.809,14.777,0,lean
B457,B,70.5,7.103,6.814,18.035,1,flammable
B458,B,60.5,3.198,1.141,20.041,0,lean
B459,B,97.4,9.696,5.593,17.747,1,flammable
B460,B,94.7,17.413,3.769,16.513,0,rich
B461,B,147.0,9.082,25.612,13.682,1,flammable
B462,B,91.9,15.182,32.217,11.020,0,rich
B463,B,109.3,7.378,34.298,12.219,1,flammable
B464,B,126.5,16.672,46.462,7.723,0,inerted
B465,B,108.6,10.025,32.778,11.983,0,rich
B466,B,108.0,8.702,45.891,9.513,0,inerted
B467,B,129.2,18.709,48.751,6.817,0,inerted
B468,B,53.6,8.157,45.590,9.690,0,inerted
B469,B,121.8,12.575,10.828,16.047,1,flammable
B470,B,111.5,1.866,12.148,18.014,0,lean
B471,B,143.4,4.502,37.964,12.053,1,flammable
B472,B,34.2,4.283,13.525,17.219,0,lean
B473,B,35.3,13.630,25.599,12.732,0,rich
B474,B,96.8,0.445,22.439,16.156,0,lean
B475,B,136.0,12.844,33.115,11.321,0,rich
B476,B,100.4,11.840,17.309,14.843,0,rich
B477,B,104.3,13.577,32.881,11.217,0,rich
B478,B,96.6,3.414,45.062,10.794,0,lean
B479,B,118.2,11.015,47.607,8.669,0,inerted
B480,B,79.2,14.292,37.643,10.070,0,rich
B481,B,121.1,1.806,1.889,20.176,0,lean
B482,B,99.2,10.536,25.023,13.500,0,rich
B483,B,129.9,1.237,10.944,18.398,0,lean
B484,B,118.3,6.522,24.025,14.551,1,flammable
B485,B,32.1,3.829,29.175,14.036,0,lean
B486,B,37.0,17.252,44.913,7.926,0,inerted
B487,B,77.4,6.534,47.899,9.546,0,inerted
B488,B,77.8,12.496,38.393,10.289,0,rich
B489,B,77.4,10.290,39.177,10.587,0,rich
B490,B,48.5,6.483,22.149,14.952,1,flammable
B491,B,51.0,3.568,41.889,11.427,0,lean
B492,B,86.6,15.080,1.338,17.511,1,flammable
B493,B,125.1,3.671,35.900,12.660,0,lean
B494,B,46.3,4.241,17.897,16.312,0,lean
B495,B,74.7,10.316,42.075,9.974,0,rich
B496,B,57.0,10.706,5.066,17.646,1,flammable
B497,B,64.9,7.516,6.641,17.984,1,flammable
B498,B,91.2,15.979,11.604,15.171,0,rich
B499,B,127.3,15.668,38.579,9.585,0,rich
B500,B,27.5,15.110,27.651,11.992,0,rich
B501,B,106.0,17.339,28.864,11.270,0,rich
B502,B,75.7,2.874,47.467,10.404,0,lean
B503,B,137.5,19.713,35.559,9.371,0,rich
B504,B,67.4,18.304,38.210,9.110,0,rich
B505,B,137.2,10.311,34.248,11.615,0,rich
B506,B,59.9,0.943,11.120,18.423,0,lean
B507,B,32.5,9.057,14.187,16.080,1,flammable
B508,B,41.6,9.787,33.541,11.873,0,rich
B509,B,34.7,0.484,20.742,16.503,0,lean
B510,B,109.9,17.784,48.866,6.987,0,inerted
B511,B,70.2,14.198,10.890,15.694,0,rich
B512,B,123.9,9.479,47.582,8.996,0,inerted
B513,B,116.8,10.856,16.198,15.282,1,flammable
B514,B,56.4,0.161,39.717,12.596,0,lean
B515,B,133.4,6.540,20.373,15.312,1,flammable
B516,B,28.8,10.146,27.387,13.087,0,rich
B517,B,56.0,6.697,44.960,10.128,0,inerted
B518,B,28.1,7.054,31.842,12.801,1,flammable
B519,B,123.0,1.353,4.896,19.641,0,lean
B520,B,31.0,2.999,6.502,18.960,0,lean
B521,B,119.0,16.424,29.217,11.388,0,rich
B522,B,66.7,8.116,5.317,18.136,1,flammable
B523,B,94.5,4.758,3.036,19.317,0,lean
B524,B,54.7,5.023,23.495,14.975,1,flammable
B525,B,39.6,13.466,36.821,10.415,0,rich
B526,B,149.9,18.227,44.213,7.869,0,rich
B527,B,111.0,18.732,48.231,6.921,0,inerted
B528,B,126.7,14.023,40.904,9.443,0,rich
B529,B,27.6,9.002,16.036,15.705,1,flammable
B530,B,61.5,2.380,16.391,17.018,0,lean
B531,B,139.5,11.576,15.909,15.192,1,flammable
B532,B,59.9,9.689,31.298,12.363,0,rich
B533,B,37.0,9.691,49.894,8.467,0,inerted
B534,B,146.1,16.495,26.672,11.906,0,rich
B535,B,38.5,9.590,26.967,13.291,0,rich
B536,B,40.7,10.008,0.404,18.769,1,flammable
B537,B,56.5,0.989,5.126,19.669,0,lean
B538,B,103.7,10.412,35.178,11.399,0,rich
B539,B,46.4,8.831,38.432,11.048,0,rich
B540,B,112.1,7.196,35.582,11.988,1,flammable
B541,B,146.9,13.910,40.998,9.447,0,rich
B542,B,148.1,15.936,3.092,16.964,0,rich
B543,B,86.1,15.605,33.407,10.682,0,rich
B544,B,128.4,3.771,39.076,11.974,0,lean
B545,B,75.9,1.025,27.539,14.966,0,lean
B546,B,50.5,1.919,22.983,15.733,0,lean
B547,B,62.5,11.946,25.600,13.084,0,rich
B548,B,57.1,9.869,44.629,9.533,0,inerted
B549,B,110.4,14.959,10.569,15.602,0,rich
B550,B,51.2,15.881,21.888,13.037,0,rich
B551,B,139.7,3.713,0.457,20.076,0,lean
B552,B,39.8,3.493,45.318,10.724,0,lean
B553,B,76.2,2.415,38.601,12.357,0,lean
B554,B,32.7,19.697,22.107,12.192,0,rich
B555,B,136.8,18.678,27.534,11.269,0,rich
B556,B,90.5,12.978,29.187,12.116,0,rich
B557,B,46.0,1.372,35.584,13.208,0,lean
B558,B,137.9,1.967,27.376,14.803,0,lean
B559,B,134.5,6.500,4.727,18.598,1,flammable
B560,B,110.4,2.884,16.244,16.943,0,lean
B561,B,90.3,13.850,17.817,14.316,0,rich
B562,B,110.1,15.000,16.599,14.330,0,rich
B563,B,90.3,10.566,33.569,11.704,0,rich
B564,B,40.3,15.676,32.822,10.790,0,rich
B565,B,108.5,8.917,11.717,16.627,1,flammable
B566,B,108.9,11.857,13.843,15.566,1,flammable
B567,B,89.3,1.385,3.765,19.871,0,lean
B568,B,50.4,12.677,28.354,12.354,0,rich
B569,B,119.9,17.933,7.865,15.545,0,rich
B570,B,77.5,3.041,38.172,12.316,0,lean
B571,B,147.8,17.220,19.886,13.176,0,rich
B572,B,34.3,14.429,41.579,9.216,0,rich
B573,B,57.3,13.326,49.482,7.792,0,inerted
B574,B,95.5,15.878,3.561,16.878,0,rich
B575,B,37.7,4.954,11.097,17.587,1,flammable
B576,B,90.6,17.035,18.207,13.567,0,rich
B577,B,128.2,7.202,45.762,9.854,0,rich
B578,B,30.0,7.844,5.437,18.168,1,flammable
B579,B,80.0,10.584,3.759,17.945,1,flammable
B580,B,92.3,16.900,17.191,13.808,0,rich
B581,B,118.3,3.031,44.097,11.077,0,lean
B582,B,109.4,16.445,33.970,10.388,0,rich
B583,B,68.3,13.742,11.278,15.708,0,rich
B584,B,31.0,9.519,40.371,10.498,0,rich
B585,B,42.1,7.786,25.036,14.074,1,flammable
B586,B,33.1,18.434,7.997,15.413,0,rich
B587,B,81.6,10.435,3.674,17.994,1,flammable
B588,B,137.0,2.367,7.132,18.960,0,lean
B589,B,142.4,10.806,40.875,10.123,0,rich
B590,B,73.4,19.045,42.011,8.159,0,rich
B591,B,63.3,12.600,34.872,11.005,0,rich
B592,B,79.3,10.424,17.983,14.999,1,flammable
B593,B,146.7,2.953,32.693,13.482,0,lean
B594,B,103.0,17.540,23.397,12.374,0,rich
B595,B,25.1,8.023,31.234,12.726,1,flammable
B596,B,143.9,15.381,10.553,15.517,0,rich
B597,B,142.7,5.655,46.023,10.123,0,rich
B598,B,93.5,5.354,36.575,12.166,1,flammable
B599,B,35.8,0.470,5.073,19.789,0,lean
B600,B,86.0,1.030,49.850,10.291,0,lean
